web-scraper-order,web-scraper-start-url,title,date
1628108432-907,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=651&page=1,Cuba blasted as Hurricane Irma tears through the Caribbean,9-Sep-17
1628108432-903,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=651&page=1,Hurricane Irma hits Florida; Apple's big event; Galaxy Note 8 hits stores,10-Sep-17
1628108432-910,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=651&page=1,Inside the Kennedy Space Center as Irma nears,9-Sep-17
1628108432-906,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=651&page=1,Irma slowly turns to Florida; Key West feels hurricane-force winds,9-Sep-17
1628108432-898,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=651&page=1,All the records Irma has already broken -- and other jaw-dropping stats,10-Sep-17
1628108432-901,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=651&page=1,Gas stations on Florida's west coast are running out of fuel,10-Sep-17
1628108432-912,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=651&page=1,"Hurricane Jose veers away from Barbuda, sparing island hit by Irma",8-Sep-17
1628108432-904,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=651&page=1,Trump on Irma: 'We've never seen anything like this',9-Sep-17
1628108432-921,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=651&page=1,"Quickly catch up on the day's news: Friday, September 8",8-Sep-17
1628108432-916,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=651&page=1,Warning: The deadliest time is after the hurricane leaves,9-Sep-17
1628108432-920,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=651&page=1,Nearly 65% of Florida stations out of gas in some areas as Irma nears,9-Sep-17
1628108432-902,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=651&page=1,5 things for September 10: Hurricane Irma special edition,10-Sep-17
1628108432-915,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=651&page=1,Florida Gov. Rick Scott tells residents: 'You need to go right now',8-Sep-17
1628108432-918,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=651&page=1,Florida air travel shuts down ahead of Irma,8-Sep-17
1628108432-908,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=651&page=1,The week in politics,9-Sep-17
1628108432-900,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=651&page=1,Cruise ships race to Caribbean to help Irma victims,10-Sep-17
1628108432-913,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=651&page=1,Florida's economy poised to take a major hit from Hurricane Irma,9-Sep-17
1628108432-896,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=651&page=1,Tesla triggers upgrade for cars in Irma's path,10-Sep-17
1628108432-897,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=651&page=1,Irma forces Disney World to close,10-Sep-17
1628108432-909,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=651&page=1,Inside FEMA's command center as Irma approaches,9-Sep-17
1628108432-914,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=651&page=1,FEMA tackles false rumors about Hurricane Irma,9-Sep-17
1628108482-938,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=701&page=1,"NFL kickoff ratings take a hit, but is Hurricane Irma to blame?",8-Sep-17
1628108482-932,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=701&page=1,"Trump signs hurricane aid, debt ceiling bill",8-Sep-17
1628108482-937,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=701&page=1,Two things happened this week that should really worry Republicans,8-Sep-17
1628108482-924,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=701&page=1,Hurricane Jose strengthens to 'extremely dangerous' Category 4,8-Sep-17
1628108482-928,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=701&page=1,"'Ahead of the game': Florida seniors, nursing homes prep for Hurricane Irma",7-Sep-17
1628108482-941,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=701&page=1,"861,000 high-risk South Florida homes don't have flood insurance",8-Sep-17
1628108482-931,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=701&page=1,Florida and Google Maps team up to mark road closures due to Irma,8-Sep-17
1628108482-945,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=701&page=1,Florida insurance stocks get crushed as Irma looms,8-Sep-17
1628108482-947,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=701&page=1,A look at Irma through jaw-dropping numbers,6-Sep-17
1628108482-948,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=701&page=1,Trump's Mar-a-Lago estate closes ahead of Hurricane Irma,8-Sep-17
1628108482-942,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=701&page=1,What's with all these hurricane forecast models?,8-Sep-17
1628108482-934,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=701&page=1,Irma evacuees flee with what's most precious: Their lives,8-Sep-17
1628108482-923,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=701&page=1,Hurricane Irma becomes Category 5 storm again,8-Sep-17
1628108482-926,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=701&page=1,"Apple donates $5 million to hurricane relief, makes it easier for customers to donate",8-Sep-17
1628108482-940,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=701&page=1,Navy orders aircraft carrier ready for Irma,8-Sep-17
1628108482-933,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=701&page=1,"Disney, other Florida theme parks closing as Irma nears",8-Sep-17
1628108482-927,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=701&page=1,Ex-FEMA official: How to plan for 'radical resilience' to disaster,8-Sep-17
1628108482-925,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=701&page=1,Hurricanes Irma and Harvey remind us why Ronald Reagan was wrong,8-Sep-17
1628108482-922,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=701&page=1,Latest news on Hurricane Irma,7-Sep-17
1628108482-944,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=701&page=1,"Parts of Texas still in rescue and recovery mode, 2 weeks after Hurricane Harvey",8-Sep-17
1628108482-930,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=701&page=1,Rush Limbaugh evacuates Florida home after floating unfounded theories about Hurricane Irma,8-Sep-17
1628108482-939,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=701&page=1,Nearly 40% of Miami gas stations are out of gas as Irma nears,8-Sep-17
1628108482-943,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=701&page=1,Deaths reported as Hurricane Irma batters northern Caribbean islands,6-Sep-17
1628108482-929,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=701&page=1,The mad dash to restore cell service after a major storm,8-Sep-17
1628108482-935,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=701&page=1,A day-by-day look at Hurricane Irma's path ahead,8-Sep-17
1628108482-946,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=701&page=1,Floridians jam highways to flee wrath of Hurricane Irma,7-Sep-17
1628108482-936,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=701&page=1,5 reasons why people share fake photos during disasters,8-Sep-17
1628108530-969,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=751&page=1,"Florida was leveled by the housing bust, but now is back on top",7-Sep-17
1628108530-975,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=751&page=1,Richard Branson 'safe and well' after Hurricane Irma,7-Sep-17
1628108530-955,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=751&page=1,"Hurricane Irma responsible for 10 deaths, threatens Miami",7-Sep-17
1628108530-979,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=751&page=1,"Miami gears up for Irma, plans evacuations, shelters, closings",5-Sep-17
1628108530-957,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=751&page=1,What we know about Hurricane Irma,7-Sep-17
1628108530-965,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=751&page=1,"CNN 10 - September 8, 2017",7-Sep-17
1628108530-967,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=751&page=1,FEMA could run out of cash this weekend,7-Sep-17
1628108530-976,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=751&page=1,Floridian trapped on St. Martin: 'I'm not sure where to go',7-Sep-17
1628108530-974,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=751&page=1,Fake Hurricane Irma videos are getting tens of millions of views on Facebook,6-Sep-17
1628108530-953,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=751&page=1,"5 things for September 8: Irma, Mexico quake, Russia probe, Rohingya, Equifax",8-Sep-17
1628108530-973,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=751&page=1,Nuclear plants in Hurricane Irma's path are shutting down,7-Sep-17
1628108530-966,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=751&page=1,South Florida hospitals closing ahead of Hurricane Irma,6-Sep-17
1628108530-962,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=751&page=1,Floridians jam highways to flee Hurricane Irma,6-Sep-17
1628108530-977,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=751&page=1,How to protect your finances before a natural disaster,7-Sep-17
1628108530-970,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=751&page=1,They fled a collapsing country. Now they face Hurricane Irma,7-Sep-17
1628108530-963,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=751&page=1,US warships begin Hurricane Irma relief operations,7-Sep-17
1628108530-958,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=751&page=1,Hurricane victims should be Trump's wake-up call on climate change,7-Sep-17
1628108530-961,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=751&page=1,EPA chief on Irma: The time to talk climate change isn't now,7-Sep-17
1628108530-956,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=751&page=1,Quest: CEOs keep speaking out. Will Trump listen?,8-Sep-17
1628108530-971,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=751&page=1,Disney's dark side: Stock tanks on earnings warning,7-Sep-17
1628108530-978,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=751&page=1,Hurricanes Harvey and Irma may mess with the job market,7-Sep-17
1628108530-959,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=751&page=1,There are 3 hurricanes in the Atlantic basin,6-Sep-17
1628108530-951,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=751&page=1,SpaceX launches mysterious Air Force space plane ahead of Irma's arrival,7-Sep-17
1628108530-952,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=751&page=1,All 5 living former presidents launch appeal for help for Harvey victims,7-Sep-17
1628108530-964,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=751&page=1,Here are the three Category 5 hurricanes that have hit the US mainland,7-Sep-17
1628108530-949,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=751&page=1,Millions in Hurricane Irma's path as it barrels through Caribbean,7-Sep-17
1628108530-954,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=751&page=1,Hurricane and quake; Major data breach; Euro surges,8-Sep-17
1628108530-960,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=751&page=1,See how Miami's growth since 1992 puts thousands of new homes in Irma's path,7-Sep-17
1628108530-972,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=751&page=1,"Quickly catch up on the day's news: Thursday, September 7",7-Sep-17
1628108530-968,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=751&page=1,'Panic buying' sparks gas shortages in Florida - and it's likely to get worse,7-Sep-17
1628108530-950,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=751&page=1,Jeb Bush praises Trump's leadership handling hurricanes,8-Sep-17
1628108598-985,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=801&page=1,Hurricane Irma forced Pope Francis' plane to change course,7-Sep-17
1628108598-993,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=801&page=1,Airlines scramble as they prepare for Irma,6-Sep-17
1628108598-987,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=801&page=1,Hurricane Irma: Powerful storm blamed for three deaths,6-Sep-17
1628108598-999,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=801&page=1,"Quickly catch up on the day's news: Wednesday, September 6",6-Sep-17
1628108598-983,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=801&page=1,Royal Caribbean using its own cruise ship to evacuate employees,7-Sep-17
1628108598-992,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=801&page=1,Richard Branson rides out Hurricane Irma in wine cellar,6-Sep-17
1628108598-1003,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=801&page=1,"5 things for September 6: Irma, DACA, Sen. Menendez, Iran, health & height",6-Sep-17
1628108598-997,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=801&page=1,Florida's struggling orange growers brace for Irma,6-Sep-17
1628108598-984,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=801&page=1,"For Caribbean residents, Irma could last months",6-Sep-17
1628108598-981,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=801&page=1,Are we ready for Hurricane Irma?,6-Sep-17
1628108598-986,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=801&page=1,5 times Trump made life miserable for Republicans (including this week),7-Sep-17
1628108598-998,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=801&page=1,Trump Organization taking precautions in Florida ahead of Hurricane Irma,6-Sep-17
1628108598-988,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=801&page=1,"5 things for September 7: Irma, Trump, Russia, Australia vote, Michael Bennett",7-Sep-17
1628108598-1006,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=801&page=1,"Puerto Ricans stock up, brace for Irma",5-Sep-17
1628108598-1004,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=801&page=1,Irma hits markets; Orange juice prices; NAFTA talks,6-Sep-17
1628108598-991,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=801&page=1,Trump to host full Cabinet at Camp David,7-Sep-17
1628108598-982,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=801&page=1,Begala: Why Trump caved to Pelosi and Schumer,6-Sep-17
1628108598-989,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=801&page=1,Debt ceiling; ECB meeting; Barnes and Noble earnings,7-Sep-17
1628108598-994,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=801&page=1,Walmart begins widespread effort to restock bottled water in Florida stores,6-Sep-17
1628108598-995,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=801&page=1,Airlines cap prices for Hurricane Irma evacuees,6-Sep-17
1628108598-996,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=801&page=1,"CNN 10 - September 7, 2017",6-Sep-17
1628108598-1001,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=801&page=1,Spaghetti models put Hurricane Irma near Florida this weekend,6-Sep-17
1628108598-1005,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=801&page=1,'Potentially catastrophic' Hurricane Irma nears eastern Caribbean islands,5-Sep-17
1628108598-1000,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=801&page=1,Cruises canceled as Hurricane Irma menaces Caribbean,6-Sep-17
1628108598-990,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=801&page=1,"US Navy to evacuate 5,000 as military preps for Hurricane Irma",5-Sep-17
1628108598-1002,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=801&page=1,House passes Hurricane Harvey relief aid,6-Sep-17
1628108598-980,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=801&page=1,Sheriff says those with warrants should go to jail; not a hurricane shelter,6-Sep-17
1628108654-1018,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=851&page=1,Hurricane watches posted as Irma moves west,3-Sep-17
1628108654-1021,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=851&page=1,Powerful Hurricane Irma could be next weather disaster,31-Aug-17
1628108654-1022,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=851&page=1,Harvey's aftermath: More fires expected at chemical plant,1-Sep-17
1628108654-1015,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=851&page=1,Hurricane Irma strengthens; Florida and Puerto Rico prepare,4-Sep-17
1628108654-1010,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=851&page=1,Trump's response to hurricane was perfect,5-Sep-17
1628108654-1009,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=851&page=1,Hurricane Irma isn't what Puerto Rico needs right now,5-Sep-17
1628108654-1025,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=851&page=1,"5 things for September 1: Harvey, North Korea, Kenya, Russia, David Clarke",1-Sep-17
1628108654-1024,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=851&page=1,"Quickly catch up on the day's news: Friday, September 1",1-Sep-17
1628108654-1007,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=851&page=1,Fear returns as market's typically worst month starts,5-Sep-17
1628108654-1020,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=851&page=1,Trump pays 2nd visit to Texas; Houston mayor orders 300 to evacuate,2-Sep-17
1628108654-1023,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=851&page=1,Hurricane redux? Storms sometimes hit the same area,1-Sep-17
1628108654-1013,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=851&page=1,Harvey aftermath: FEMA to 'rush recovery money' for insurance claims,4-Sep-17
1628108654-1008,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=851&page=1,Brian Stelter's guide to an action-packed fall media lineup,5-Sep-17
1628108654-1012,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=851&page=1,"Quickly catch up on the day's news: Tuesday, September 5",5-Sep-17
1628108654-1026,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=851&page=1,Here are the 28 active national emergencies. Trump won't be adding the opioid crisis to the list,12-Aug-17
1628108654-1011,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=851&page=1,Hurricane Irma takes aim at Florida businesses,5-Sep-17
1628108654-1019,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=851&page=1,Don't expect Hurricane Harvey to change President Trump,3-Sep-17
1628108654-1014,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=851&page=1,"5 things for September 5: North Korea, hurricanes, DACA, Myanmar, Alzheimer's",5-Sep-17
1628108654-1016,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=851&page=1,"CNN 10 - September 5, 2017",4-Sep-17
1628108654-1017,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=851&page=1,Harvey aftermath: Region begins long road to recovery,3-Sep-17
